Project,Area,Zone,Type,Bed,Bath,Size (sqft),Tenure,Price (RM),Installment (RM/mo),Rental Unfurnished,CF Unfurnished,Rental Partial,CF Partial,Rental Fully,CF Fully,Yield% Partial,Yield% Fully,CF Rating (Best Case),Cash Out (RM),Break-even Unfurnished (Year),Break-even Partial (Year),Break-even Fully (Year),5yr ROI%,10yr ROI%,20yr ROI%,Ann.Ret% 5yr,Ann.Ret% 10yr,Ann.Ret% 20yr,Exit Value 10yr (RM),Equity 10yr (RM),Equity Gain 10yr (RM),Cumulative CF Unfurnished 10yr (RM),Cumulative CF Partial 10yr (RM),Cumulative CF Fully 10yr (RM),Selling Cost 10yr (RM),Equity Gain 10yr Net of Selling Cost (RM),Rental Source,Date Added,Code,Source Link
2 Storey Terrace PJS 10,Petaling Jaya / Damansara,Bandar Sunway,2 Storey Terrace,3,3.0,1700,Leasehold,920000,4195,1800,-2395,2100,-2095,2400,-1795,2.74,3.13,🔴 Negative,138800,13,11,9,143.4,357.2,927.1,28.7,35.7,46.4,1297751,634557,495757,-287400,-251400,-215400,46345,449412,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",12/7/2026,EXP,https://telegram.me/extremeproperty_listing/14915
2 Storey Terrace Taman Putra Prima,Puchong,Taman Putra Prima PP5,2 Storey Terrace,4,3.0,1765,Freehold,950000,4332,1900,-2432,2200,-2132,2500,-1832,2.78,3.16,🔴 Negative,143000,13,11,9,144.0,358.2,929.5,28.8,35.8,46.5,1340069,655280,512280,-291840,-255840,-219840,47758,464522,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",8/6/2026,EXP,https://telegram.me/extremeproperty_listing/18263
Kota Warisan Saujana KLIA,Sepang,Kota Warisan Saujana,2 Storey Terrace,4,4.0,2130,Leasehold,850000,3876,1400,-2476,2650,-1226,3300,-576,3.74,4.66,🟠 Mild -ve,129000,16,8,6,142.0,354.5,921.1,28.4,35.4,46.1,1199009,586303,457303,-297120,-147120,-69120,43047,414256,"[Unfurnished] Area PSF Avg, Landed >=1500sqft (RM0.67/sqft, n=3) | Sepang | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Area PSF Avg, Landed >=1500sqft (RM1.55/sqft, n=3) | Sepang",12/7/2026,RSS,https://telegram.me/rumahsubsaleklselangorbynuruls/339
Dataran Templer,Selayang,Bandar Baru Selayang Dataran Templer,2 Storey Terrace,5,6.0,2800,Leasehold,1250000,5700,3000,-2700,3500,-2200,3950,-1750,3.36,3.79,🔴 Negative,187500,10,9,7,144.8,359.8,933.1,29.0,36.0,46.7,1763248,862211,674711,-324000,-264000,-210000,61892,612819,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",12/7/2026,EXP,https://telegram.me/extremeproperty_listing/11909
Taman Paroi Jaya Corner Terrace,Nilai,Taman Paroi Jaya,Terrace House,7,4.0,3200,Freehold,1350000,6156,3450,-2706,4000,-2156,4500,-1656,3.56,4,🔴 Negative,202500,10,8,7,144.8,359.8,933.1,29.0,36.0,46.7,1904308,931187,728687,-324720,-258720,-198720,66604,662083,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",12/7/2026,EXP,https://telegram.me/extremeproperty_listing/14671
Villa Bestari,Kuala Lumpur,Kg Sg Pusu Gombak,1.5 Storey Bungalow,5,5.0,5000,Freehold,1780000,8117,5350,-2767,6250,-1867,7050,-1067,4.21,4.75,🔴 Negative,267000,8,6,5,144.8,359.9,933.2,29.0,36.0,46.7,2510866,1227818,960818,-332040,-224040,-128040,86863,873955,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",12/7/2026,EXP,https://telegram.me/extremeproperty_listing/10820
2 Storey Terrace Taman Alam Indah,Shah Alam,Seksyen 33,2 Storey Terrace,5,5.0,2500,Leasehold,1200000,5472,2700,-2772,3800,-1672,4550,-922,3.8,4.55,🟠 Mild -ve,180000,11,7,6,144.8,359.8,933.1,29.0,36.0,46.7,1692719,827722,647722,-332640,-200640,-110640,59537,588185,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Area PSF Avg, Landed >=1500sqft (RM1.51/sqft, n=3) | Shah Alam | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide | CORRECTED (audit 19/07/2026): Fully 3500.0->4550 -- tier re-derived from Partial per prompt's known-tier ratio (original PSF-fallback figure was inverted)",3/5/2026,EXP,https://telegram.me/extremeproperty_listing/17258
2.5 Storey Terrace Kim Crest,Puchong,Taman Puchong Hartamas,2 Storey Terrace,6,4.0,2625,Freehold,1250000,5700,2800,-2900,3300,-2400,3700,-2000,3.17,3.55,🔴 Negative,187500,11,9,8,144.8,359.8,933.1,29.0,36.0,46.7,1763248,862211,674711,-348000,-288000,-240000,61892,612819,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",14/6/2026,EXP,https://telegram.me/extremeproperty_listing/16183
3 Storey Terrace Nassim Heights,Ampang,Taman Ukay Bestari,3 Storey Terrace,4,4.0,2590,Leasehold,1250000,5700,2800,-2900,3250,-2450,3650,-2050,3.12,3.5,🔴 Negative,187500,11,9,8,144.8,359.8,933.1,29.0,36.0,46.7,1763248,862211,674711,-348000,-294000,-246000,61892,612819,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",14/6/2026,EXP,https://telegram.me/extremeproperty_listing/16695
3 Storey Terrace Taman Ukay Perdana,Ampang,Taman Ukay Perdana,3 Storey Terrace,5,4.0,2772,Leasehold,1300000,5928,2950,-2978,3450,-2478,3900,-2028,3.18,3.6,🔴 Negative,195000,11,9,8,144.8,359.8,933.1,29.0,36.0,46.7,1833778,896699,701699,-357360,-297360,-243360,64248,637451,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",18/5/2026,EXP,https://telegram.me/extremeproperty_listing/17671
2 Storey Terrace Bukit Indah,Ampang,Taman Bukit Indah,2 Storey Terrace,4,3.0,1800,Leasehold,1100000,5016,1950,-3066,2250,-2766,2550,-2466,2.45,2.78,🔴 Negative,165000,14,13,11,144.8,359.8,933.1,29.0,36.0,46.7,1551659,758745,593745,-367920,-331920,-295920,54825,538920,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",14/6/2026,EXP,https://telegram.me/extremeproperty_listing/16816
Laman Oakleaf Bukit Antarabangsa,Ampang,Ampang,2.5 Storey Terrace,7,6.0,3730,Leasehold,1550000,7068,4000,-3068,4650,-2418,5250,-1818,3.6,4.06,🔴 Negative,232500,10,8,7,144.8,359.8,933.1,29.0,36.0,46.7,2186428,1069141,836641,-368160,-290160,-218160,76027,760614,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",18/3/2026,EXP,https://telegram.me/extremeproperty_listing/15782
2 Storey Terrace Hampton Residence,Sungai Buloh,Bandar Seri Coalfields,2 Storey Terrace,4,4.0,2960,Freehold,1400000,6384,3150,-3234,3700,-2684,4150,-2234,3.17,3.56,🔴 Negative,210000,11,9,8,144.8,359.8,933.1,29.0,36.0,46.7,1974838,965676,755676,-388080,-322080,-268080,68960,686716,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",10/6/2026,EXP,https://telegram.me/extremeproperty_listing/18342
Ukay Bistari,Ampang,Ukay Bistari,2  Storey Terrace,6,3.0,2400,Freehold,1300000,5928,2550,-3378,3000,-2928,3400,-2528,2.77,3.14,🔴 Negative,195000,13,11,9,144.8,359.8,933.1,29.0,36.0,46.7,1833778,896699,701699,-405360,-351360,-303360,64248,637451,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",12/7/2026,EXP,https://telegram.me/extremeproperty_listing/9464
Alam Sutera Bukit Jalil,Bukit Jalil,Bukit Jalil,2 Storey Terrace,4,4.0,2139,Leasehold,1250000,5700,2300,-3400,2650,-3050,3000,-2700,2.54,2.88,🔴 Negative,187500,14,12,10,144.8,359.8,933.1,29.0,36.0,46.7,1763248,862211,674711,-408000,-366000,-324000,61892,612819,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",18/3/2026,EXP,https://telegram.me/extremeproperty_listing/15711
UNA Residensi Peel,Cheras,"Lorong Peel, Maluri",Condominium,3,3.0,1356,Leasehold,1250000,5700,2300,-3400,2800,-2900,3600,-2100,2.69,3.46,🔴 Negative,187500,,,27,89.1,232.1,597.2,17.8,23.2,29.9,1523743,622705,435205,-408000,-348000,-252000,53893,381312,"[Unfurnished] Area PSF Avg, Strata all sizes (RM1.71/sqft, n=4) | Cheras | [Partial] Area PSF Avg, Strata all sizes (RM2.05/sqft, n=15) | Cheras | [Fully] Area PSF Avg, Strata all sizes (RM2.64/sqft, n=23) | Cheras",18/5/2026,EXP,https://telegram.me/extremeproperty_listing/17604
2 Storey Terrace Bandar Baru Sri Petaling,Kuala Lumpur,Sri Petaling,2 Storey Terrace,5,3.0,2500,Freehold,1350000,6156,2700,-3456,3100,-3056,3500,-2656,2.76,3.11,🔴 Negative,202500,13,11,9,144.8,359.8,933.1,29.0,36.0,46.7,1904308,931187,728687,-414720,-366720,-318720,66604,662083,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",20/5/2026,EXP,https://telegram.me/extremeproperty_listing/17783
Berjaya Times Square Service Suites,Kuala Lumpur,Jalan Imbi,Condominium,2,2.0,1070,Freehold,1200000,5472,1950,-3522,2150,-3322,3200,-2272,2.15,3.2,🔴 Negative,180000,,,,89.1,232.1,597.2,17.8,23.2,29.9,1462793,597797,417797,-422640,-398640,-272640,51857,365940,"[Unfurnished] Area PSF Avg, Strata all sizes (RM1.84/sqft, n=3) | Kuala Lumpur | [Partial] Area PSF Avg, Strata all sizes (RM2.00/sqft, n=25) | Kuala Lumpur | [Fully] Area PSF Avg, Strata all sizes (RM3.00/sqft, n=58) | Kuala Lumpur",12/7/2026,EXP,https://telegram.me/extremeproperty_listing/14028
Mutiara Bukit Jalil,Bukit Jalil,Bukit Jalil,3 Storey Terrace,7,4.0,2895,Freehold,1480000,6749,3100,-3649,3600,-3149,4100,-2649,2.92,3.32,🔴 Negative,222000,12,10,9,144.8,359.9,933.2,29.0,36.0,46.7,2087686,1020888,798888,-437880,-377880,-317880,72729,726159,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",18/3/2026,EXP,https://telegram.me/extremeproperty_listing/15700
3-Storey Semi-D Broadleaf Residences,Shah Alam,Kota Kemuning,Semi Detached,7,9.0,4654,Leasehold,1900000,8664,5000,-3664,7050,-1614,8450,-214,4.45,5.34,🟠 Mild -ve,285000,9,6,5,144.8,359.8,933.1,29.0,36.0,46.7,2680138,1310560,1025560,-439680,-193680,-25680,92517,933043,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Area PSF Avg, Landed >=1500sqft (RM1.51/sqft, n=3) | Shah Alam | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide | CORRECTED (audit 19/07/2026): Fully 6550.0->8450 -- tier re-derived from Partial per prompt's known-tier ratio (original PSF-fallback figure was inverted)",12/7/2026,EXP,https://telegram.me/extremeproperty_listing/13242
Ampang Saujana Semi D Cluster,Ampang,Ampang Saujana,Semi Detached,7,5.0,3800,Leasehold,1700000,7752,4050,-3702,4750,-3002,5350,-2402,3.35,3.78,🔴 Negative,255000,11,9,7,144.8,359.8,933.1,29.0,36.0,46.7,2398018,1172606,917606,-444240,-360240,-288240,83094,834512,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",12/7/2026,EXP,https://telegram.me/extremeproperty_listing/14638
Taman Cahaya Alam U12,Shah Alam,Taman Cahaya Alam U12,2 Storey Semi-Detached,6,5.0,3800,Leasehold,1700000,7752,4050,-3702,5750,-2002,6900,-852,4.06,4.87,🟠 Mild -ve,255000,11,7,5,144.8,359.8,933.1,29.0,36.0,46.7,2398018,1172606,917606,-444240,-240240,-102240,83094,834512,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Area PSF Avg, Landed >=1500sqft (RM1.51/sqft, n=3) | Shah Alam | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide | CORRECTED (audit 19/07/2026): Fully 5350.0->6900 -- tier re-derived from Partial per prompt's known-tier ratio (original PSF-fallback figure was inverted)",12/7/2026,EXP,https://telegram.me/extremeproperty_listing/10239
Bandar Serenia,Sepang,Bandar Serenia,2  Storey Terrace,4,3.0,2087,Freehold,1150000,5244,1400,-3844,2600,-2644,3250,-1994,2.71,3.39,🔴 Negative,172500,19,11,8,144.8,359.8,933.1,29.0,36.0,46.7,1622189,793234,620734,-461280,-317280,-239280,57181,563553,"[Unfurnished] Area PSF Avg, Landed >=1500sqft (RM0.67/sqft, n=3) | Sepang | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Area PSF Avg, Landed >=1500sqft (RM1.55/sqft, n=3) | Sepang",12/7/2026,EXP,https://telegram.me/extremeproperty_listing/9496
1 Storey Terrace Sri Damansara,Petaling Jaya / Damansara,Bandar Sri Damansara,1 Storey Terrace,3,2.0,1400,Freehold,1250000,5700,1600,-4100,1850,-3850,1950,-3750,1.78,1.87,🔴 Negative,187500,19,17,16,144.8,359.8,933.1,29.0,36.0,46.7,1763248,862211,674711,-492000,-462000,-450000,61892,612819,"[Unfurnished] Citywide PSF Avg, Landed all sizes (RM1.15/sqft, n=15) | Citywide | [Partial] Citywide PSF Avg, Landed all sizes (RM1.32/sqft, n=31) | Citywide | [Fully] Citywide PSF Avg, Landed all sizes (RM1.41/sqft, n=14) | Citywide",14/6/2026,EXP,https://telegram.me/extremeproperty_listing/16147
2 Storey Terrace Taman Bukit Setiawangsa,Kuala Lumpur,Setiawangsa,2 Storey Terrace,5,3.0,2200,Freehold,1450000,6612,2350,-4262,2750,-3862,3100,-3512,2.28,2.57,🔴 Negative,217500,16,14,12,144.8,359.8,933.1,29.0,36.0,46.7,2045368,1000164,782664,-511440,-463440,-421440,71315,711349,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",10/4/2026,EXP,https://telegram.me/extremeproperty_listing/16380
Bandar Kinrara,Puchong,Bandar Kinrara,Landed,5,3.0,4047,Freehold,1980000,9029,4350,-4679,5050,-3979,5700,-3329,3.06,3.45,🔴 Negative,297000,12,10,8,144.8,359.9,933.2,29.0,36.0,46.7,2792986,1365772,1068772,-561480,-477480,-399480,96286,972486,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",12/7/2026,EXP,https://telegram.me/extremeproperty_listing/19653
2-Storey Split-Level Bungalow Seksyen 8,Shah Alam,Seksyen 8,Bungalow,7,5.0,12648,Leasehold,4000000,18241,13550,-4691,19100,859,22900,4659,5.73,6.87,🟢 Strong,600000,7,4,3,144.8,359.9,933.2,29.0,36.0,46.7,5642395,2759225,2159225,-562920,103080,559080,191456,1967769,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Area PSF Avg, Landed >=1500sqft (RM1.51/sqft, n=3) | Shah Alam | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide | CORRECTED (audit 19/07/2026): Fully 17850.0->22900 -- tier re-derived from Partial per prompt's known-tier ratio (original PSF-fallback figure was inverted)",12/7/2026,MMN,https://telegram.me/HaniMNListingSubsale/77
2.5-Storey Semi-D,Klang,Bandar Bukit Tinggi,Semi Detached,5,4.0,3200,Freehold,1850000,8436,3700,-4736,4000,-4436,4500,-3936,2.59,2.92,🔴 Negative,277500,13,12,10,144.8,359.8,933.1,29.0,36.0,46.7,2609608,1276072,998572,-568320,-532320,-472320,90161,908411,"[Unfurnished] Area PSF Avg, Landed >=1500sqft (RM1.15/sqft, n=3) | Klang | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",12/7/2026,EXP,https://telegram.me/extremeproperty_listing/10908
Taman Setapak,Setapak,Taman Setapak,Landed,3,3.0,1000,Freehold,1300000,5928,1150,-4778,1300,-4628,1400,-4528,1.2,1.29,🔴 Negative,195000,22,21,20,144.8,359.8,933.1,29.0,36.0,46.7,1833778,896699,701699,-573360,-555360,-543360,64248,637451,"[Unfurnished] Citywide PSF Avg, Landed all sizes (RM1.15/sqft, n=15) | Citywide | [Partial] Citywide PSF Avg, Landed all sizes (RM1.32/sqft, n=31) | Citywide | [Fully] Citywide PSF Avg, Landed all sizes (RM1.41/sqft, n=14) | Citywide",4/7/2026,EXP,https://telegram.me/extremeproperty_listing/19385
Semi Detached Taman Perdana Residence,Selayang,Bandar Baru Selayang,Semi Detached,5,5.0,4000,Freehold,2000000,9120,4300,-4820,5000,-4120,5650,-3470,3,3.39,🔴 Negative,300000,12,10,8,144.8,359.8,933.1,29.0,36.0,46.7,2821198,1379537,1079537,-578400,-494400,-416400,97228,982309,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",18/5/2026,EXP,https://telegram.me/extremeproperty_listing/17588
Taman Permai Jaya,Ampang,Taman Permai Jaya,2 Storey Semi-Detached,5,4.0,4000,Leasehold,2100000,9576,4300,-5276,5000,-4576,5650,-3926,2.86,3.23,🔴 Negative,315000,13,11,9,144.8,359.8,933.1,29.0,36.0,46.7,2962257,1448514,1133514,-633120,-549120,-471120,101939,1031575,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",12/7/2026,EXP,https://telegram.me/extremeproperty_listing/10707
Verdale @ Alam Sari,Bangi,Alam Sari,2 Storey Bungalow,5,5.0,3161,Freehold,1990000,9075,3400,-5675,3950,-5125,4450,-4625,2.38,2.68,🔴 Negative,298500,15,13,11,144.8,359.9,933.2,29.0,36.0,46.7,2807092,1372730,1074230,-681000,-615000,-555000,96757,977473,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",12/7/2026,EXP,https://telegram.me/extremeproperty_listing/13802
3 Storey Bungalow Anjung Melati,Selayang,Taman Melati,3 Storey Terrace,4,9.0,4500,Freehold,2300000,10488,4800,-5688,5600,-4888,6350,-4138,2.92,3.31,🔴 Negative,345000,12,10,9,144.8,359.8,933.1,29.0,36.0,46.7,3244377,1586467,1241467,-682560,-586560,-496560,111362,1130105,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",14/6/2026,EXP,https://telegram.me/extremeproperty_listing/16712
2 Storey Semi-Detached SS14,Subang Jaya,SS14,Semi Detached,7,5.0,3500,Freehold,2100000,9576,3750,-5826,4400,-5176,4950,-4626,2.51,2.83,🔴 Negative,315000,14,12,11,144.8,359.8,933.1,29.0,36.0,46.7,2962257,1448514,1133514,-699120,-621120,-555120,101939,1031575,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",6/4/2026,EXP,https://telegram.me/extremeproperty_listing/16259
Serenia Aqila,Sepang,Serenia City,2 Storey Semi-Detached,6,5.0,3030,Freehold,1750000,7980,2000,-5980,3800,-4180,4700,-3280,2.61,3.22,🔴 Negative,262500,20,12,9,144.8,359.8,933.1,29.0,36.0,46.7,2468548,1207095,944595,-717600,-501600,-393600,85449,859146,"[Unfurnished] Area PSF Avg, Landed >=1500sqft (RM0.67/sqft, n=3) | Sepang | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Area PSF Avg, Landed >=1500sqft (RM1.55/sqft, n=3) | Sepang",12/7/2026,EXP,https://telegram.me/extremeproperty_listing/11385
Double Storey Bungalow Taman Perwira,Ampang,Taman Perwira Ampang Jaya,Bungalow,6,6.0,4000,Freehold,2300000,10488,4300,-6188,5000,-5488,5650,-4838,2.61,2.95,🔴 Negative,345000,14,12,10,144.8,359.8,933.1,29.0,36.0,46.7,3244377,1586467,1241467,-742560,-658560,-580560,111362,1130105,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",12/7/2026,EXP,https://telegram.me/extremeproperty_listing/8019
Taman Hillview,Ampang,Ampang,Bungalow,5,6.0,9300,Freehold,3580000,16325,9950,-6375,11600,-4725,13100,-3225,3.89,4.39,🔴 Negative,537000,9,7,6,144.8,359.9,933.2,29.0,36.0,46.7,5049944,2469401,1932401,-765000,-567000,-387000,171668,1760733,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",18/3/2026,EXP,https://telegram.me/extremeproperty_listing/15804
2 Storey Terrace Isle of Botanica,Cyberjaya / Putrajaya,Setia Eco Glades,2 Storey Terrace,4,4.0,2400,Freehold,2000000,9120,2550,-6570,3000,-6120,3400,-5720,1.8,2.04,🔴 Negative,300000,19,17,15,144.8,359.8,933.1,29.0,36.0,46.7,2821198,1379537,1079537,-788400,-734400,-686400,97228,982309,"[Unfurnished] Citywide PSF Avg, Landed >=1500sqft (RM1.07/sqft, n=13) | Citywide | [Partial] Citywide PSF Avg, Landed >=1500sqft (RM1.25/sqft, n=29) | Citywide | [Fully] Citywide PSF Avg, Landed >=1500sqft (RM1.41/sqft, n=14) | Citywide",29/4/2025,EXP,https://telegram.me/extremeproperty_listing/17082
